"DFRI106","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","se","171.25.193.82","9030",true,"NULL"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","pl","45.141.215.114","8430",true,"NULL"
"ToRussiaWithTruth","Fast|Running|Stable|V2Dir|Valid","fr","51.159.181.146","443",true,"c751df96-bf37-4917-9041-1f0ba079f2ae.pub.instances.scw.cloud"
"Sorjonen","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","fr","62.210.209.208","9001",true,"62-210-209-208.rev.poneytelecom.eu"
"rush","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","45.140.140.86","9001",true,"NULL"
"Quintex40","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","204.8.96.89","443",false,"tor40.quintex.com"
"relayon0139","Exit|Fast|Running|Stable|Valid","de","185.220.101.139","10139",true,"NULL"
"Unnamed","Fast|Running|Stable|V2Dir|Valid","de","109.230.236.194","443",true,"NULL"
"seanprice","Fast|Running|V2Dir|Valid","us","64.65.2.48","443",true,"NULL"
"uneasyspeak","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","45.148.121.112","9001",true,"NULL"
"siperealtox","Fast|Running|V2Dir|Valid","de","37.114.58.134","9001",true,"NULL"
"iloveanonymity","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","217.154.145.43","9001",true,"ip217-154-145-43.pbiaas.com"
"r0cket08i3","Exit|Fast|Running|Stable|Valid","se","45.84.107.172","989",true,"exit-08.tor.r0cket.net"
"TV6857","Exit|Running|V2Dir|Valid","cl","190.196.40.14","9001",false,"NULL"
"EverybodysTor","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ch","144.2.101.81","9001",true,"bbcs-101-81.pub.wingo.ch"
"Unnamed","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","fr","37.59.29.77","9111",true,"NULL"
"nautilus","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","gb","51.195.148.39","9001",true,"vps-6d34ed9b.vps.ovh.net"
"dragonfruit","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","50.103.128.207","9002",true,"50-103-128-207.bng01.dklb.il.frontiernet.net"
"0e86e951a0ae","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","193.108.200.11","443",true,"NULL"
"MEGArelaysssss","Fast|Running|V2Dir|Valid","ru","45.15.157.99","9001",false,"NULL"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","nl","194.26.192.46","7430",true,"NULL"
"ALiteralBird","Fast|Running|V2Dir|Valid","ca","209.35.33.208","9001",true,"NULL"
"rasptorpipi2","Fast|Guard|Running|Stable|V2Dir|Valid","lt","84.240.60.234","9001",true,"NULL"
"nitrogen","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","23.141.40.7","443",true,"tor-exit.us.dontinterceptmebro.com"
"Kron0sExitAU","Exit|Fast|HSDir|Running|Stable|V2Dir|Valid","au","172.105.179.100","443",true,"172-105-179-100.ip.linodeusercontent.com"
"Unnamed","Fast|HSDir|Running|Stable|V2Dir|Valid","rs","178.222.250.92","9001",true,"178-222-250-92.static.isp.telekom.rs"
"SqueakySquid48","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","se","85.30.131.60","443",true,"host-85-30-131-60.sydskane.nu"
"mergevps1","Fast|Guard|Running|Stable|V2Dir|Valid","us","107.152.41.203","443",true,"NULL"
"rainden1","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","98.114.42.203","80",true,"pool-98-114-42-203.phlapa.fios.verizon.net"
"blaquebeatz","Fast|Running|V2Dir|Valid","us","64.65.2.164","443",true,"NULL"
"fluffypancakes002de","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","159.195.23.56","443",true,"v2202511205538402538.goodsrv.de"
"prsv","Fast|Guard|Running|Stable|V2Dir|Valid","fr","51.77.132.82","9200",true,"ns3134799.ip-51-77-132.eu"
"wretch32","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.62.176","443",true,"NULL"
"Unnamed","Running|V2Dir|Valid","kr","125.149.183.48","9012",false,"NULL"
"V0174","Running|Stable|V2Dir|Valid","cz","84.19.65.49","9001",true,"NULL"
"DFRI55","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","se","171.25.193.36","81",true,"NULL"
"gaeta","Fast|Running|V2Dir|Valid","de","195.201.59.21","9001",false,"static.21.59.201.195.clients.your-server.de"
"TV4036","Exit|Running|V2Dir|Valid","us","97.228.8.162","9001",false,"162.sub-97-228-8.myvzw.com"
"Downunder1","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","gb","94.23.152.96","8000",true,"NULL"
"bauruine","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","no","185.181.61.203","443",true,"NULL"
"Unnamed","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","87.98.242.239","8080",true,"NULL"
"anothertorrelay2","Running|Stable|V2Dir|Valid","us","68.84.4.83","9001",true,"NULL"
"cyhidaprynce","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.62.104","443",true,"NULL"
"BotaPraTORar","Running|V2Dir|Valid","br","186.194.190.30","5044",false,"NULL"
"grandmasterflash","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.62.195","443",true,"NULL"
"elefant","Exit|Fast|Running|Stable|Valid","at","109.70.100.9","8080",true,"tor-exit-anonymizer.appliedprivacy.net"
"algrothendieck4","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","fr","80.67.172.162","19001",true,"algrothendieck.nos-oignons.net"
"Guard31464","Running|Stable|V2Dir|Valid","us","146.190.127.20","9001",true,"NULL"
"prsv","Fast|Guard|Running|Stable|V2Dir|Valid","de","51.89.23.41","9200",true,"vps-bb389b42.vps.ovh.net"
"TV9184","Exit|Running|V2Dir|Valid","mx","189.145.79.230","9001",false,"NULL"
"ams01","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","185.140.209.158","8443",true,"ams01.dn42.ventilaar.net"
"pKD9jZ19N1LiTvsjOF3","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","202.61.224.179","9030",true,"NULL"
"Heimdall","BadExit|Fast|MiddleOnly|Running|Valid","de","157.230.17.193","9999",true,"NULL"
"x3devnet","Fast|Guard|Running|Stable|V2Dir|Valid","de","159.69.220.27","9001",true,"tp-de-01.x3-dev.net"
"Unnamed","Fast|Running|Stable|V2Dir|Valid","jp","160.16.122.68","443",true,"tk2-237-28064.vs.sakura.ne.jp"
"gjaninfo","Fast|Running|Stable|Valid","kr","125.148.122.166","31499",true,"NULL"
"add1ct","Fast|Running|Stable|Valid","us","198.12.97.252","443",true,"NULL"
"krsone","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.63.10","443",true,"NULL"
"runthejewels","Fast|Running|V2Dir|Valid","us","64.65.2.111","443",true,"NULL"
"eo215","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","us","23.129.64.215","443",true,"NULL"
"TV7144","Exit|Running|V2Dir|Valid","ar","186.177.193.68","9001",false,"NULL"
"boss0220","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","fr","149.202.85.99","9001",true,"ns3020626.ip-149-202-85.eu"
"SnowMaster","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","pe","190.120.229.98","443",true,"NULL"
"h0st2lTake0ver","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","za","94.156.152.21","443",true,"NULL"
"sixtimesacharm","Running|Stable|V2Dir|Valid","us","192.241.250.11","9001",false,"NULL"
"DFRI60","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","se","171.25.193.36","9051",true,"NULL"
"camron","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.1.149","443",true,"NULL"
"Unnamed","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","94.23.149.136","9100",true,"ip136.ip-94-23-149.eu"
"ColombianBridge","Fast|Running|V2Dir|Valid","nl","31.56.233.128","8443",true,"NULL"
"stackTrace","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","198.211.105.236","9001",true,"NULL"
"Galileo","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","az","180.149.44.226","9001",false,"NULL"
"NTH40R4","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","192.42.116.203","9003",true,"40.tor-exit.nothingtohide.nl"
"NTH32R2","Exit|Fast|Running|Stable|Valid","nl","192.42.116.184","9001",true,"32.tor-exit.nothingtohide.nl"
"nedarb","Fast|Running|V2Dir|Valid","us","64.65.2.134","443",true,"NULL"
"TV4497","Exit|Running|V2Dir|Valid","es","87.222.193.193","9001",false,"193.193.222.87.dynamic.jazztel.es"
"tor3","Fast|Running|V2Dir|Valid","de","82.165.133.66","443",false,"tor3.ketamin.trade"
"shieldProxy","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","in","93.185.165.213","443",true,"NULL"
"TV9328","Exit|Running|V2Dir|Valid","au","124.190.70.4","9001",false,"NULL"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","de","5.45.104.176","9100",true,"NULL"
"Unnamed","Fast|Guard|Running|Stable|V2Dir|Valid","bg","151.237.82.153","9001",true,"NULL"
"DONYCTORGUARD01","Fast|Running|Stable|Valid","us","198.199.84.111","443",true,"NULL"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","pl","45.141.215.227","7430",true,"NULL"
"styx","Fast|Running|V2Dir|Valid","ca","74.14.82.69","9009",false,"bras-base-wdbgon4804w-grc-09-74-14-82-69.dsl.bell.ca"
"Unnamed","Running|Stable|V2Dir|Valid","fr","62.210.127.37","59626",true,"62-210-127-37.rev.poneytelecom.eu"
"TV9424","Exit|Running|V2Dir|Valid","bg","87.246.56.68","9001",false,"NULL"
"derezdeshhon","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.62.116","443",true,"NULL"
"forest06","Fast|Guard|Running|Stable|V2Dir|Valid","nl","148.135.207.49","9001",true,"NULL"
"Xer0mid","Fast|Running|Stable|Valid","de","167.71.52.174","443",false,"NULL"
"Unnamed","Running|V2Dir|Valid","de","84.247.182.23","9001",false,"NULL"
"BigDaddy","Fast|Running|Stable|Valid","nl","185.21.217.32","10441",true,"NULL"
"bobbyv","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.62.113","443",true,"NULL"
"ftoset","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.1.123","443",true,"NULL"
"dendemann","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.62.227","443",true,"NULL"
"Exits4Privacy","BadExit|Fast|MiddleOnly|Running|Stable|Valid","nl","192.76.160.150","20000",true,"NULL"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","pl","185.241.208.71","9100",true,"NULL"
"Runaz4","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","ae","185.93.89.96","443",true,"NULL"
"bender","Fast|Guard|Running|Stable|V2Dir|Valid","at","109.70.100.245","80",true,"cern.relays.tor.c3w.at"
"cujoila23","Fast|Running|Stable|Valid","de","157.173.114.54","33333",true,"vmi2995486.contaboserver.net"
"darky","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","5.254.77.191","9001",true,"c540ab0ef3.dorkhost.com"
"TV5277","Exit|Running|V2Dir|Valid","us","157.131.204.136","9001",false,"157-131-204-136.fiber.dynamic.sonic.net"
"mixminion","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","144.76.81.198","8443",true,"static.198.81.76.144.clients.your-server.de"
"deployor","Running|V2Dir|Valid","de","77.90.16.198","9001",false,"NULL"
"ShinobiOkami","Fast|HSDir|Running|Stable|V2Dir|Valid","tr","45.141.148.185","443",true,"tr-relay.brokenbotnet.com"
"immortal","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.3.55","443",true,"NULL"
"upscailThumbnail","Fast|Running|V2Dir|Valid","us","167.234.210.129","443",true,"NULL"
"butterOverflow","Fast|Running|V2Dir|Valid","nz","118.67.196.55","42069",true,"NULL"
"CheeseRobot","Fast|Guard|Running|Stable|V2Dir|Valid","fi","95.216.23.120","9001",true,"gouda.cheeserobot.org"
"Chimera4","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ca","142.44.234.69","80",true,"chimera3.brandonkuschel.com"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","nl","194.26.192.77","9000",true,"NULL"
"ricky2","Fast|Running|Stable|V2Dir|Valid","my","123.253.34.36","9001",true,"NULL"
"xmrMONEROxmr","Fast|Running|Stable|Valid","sg","142.91.103.38","443",true,"NULL"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","pl","45.141.215.227","143",true,"NULL"
"Badger","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ca","149.56.126.142","9001",true,"NULL"
"AntonPann5","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","195.170.172.42","443",true,"NULL"
"s3riousRelay","Fast|Running|V2Dir|Valid","de","87.162.244.194","9001",false,"p57a2f4c2.dip0.t-ipconnect.de"
"linss","Fast|Running|Stable|V2Dir|Valid","us","45.79.108.130","9001",true,"tor.linss.com"
"squirtle","Fast|Running|Stable|Valid","us","167.160.188.221","443",true,"NULL"
"NTH9R1","Exit|Fast|Running|Stable|Valid","nl","192.42.116.199","9000",true,"9.tor-exit.nothingtohide.nl"
"artikel10buc05","Exit|Fast|Running|Stable|Valid","ro","185.100.87.250","9005",true,"bucarest01.tor-exit.artikel10.org"
"blacyoungsta","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.1.190","443",true,"NULL"
"nanahira","Fast|HSDir|Running|Stable|V2Dir|Valid","jp","203.153.64.201","443",true,"203-153-64-201.flets.kamome.or.jp"
"TV968","Exit|Running|V2Dir|Valid","ar","181.24.157.98","9001",false,"NULL"
"DareDevi1","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","193.142.146.43","9001",true,"NULL"
"UsingXMR","Fast|Running|Stable|Valid","md","5.181.1.221","443",true,"NULL"
"trixie","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ca","206.248.146.19","9003",true,"206-248-146-19.dsl.teksavvy.com"
"ForPrivacyNET","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","de","185.220.101.57","10057",true,"tor-exit-57.for-privacy.net"
"RogerJ","Fast|Running|V2Dir|Valid","tw","36.229.4.69","443",true,"36-229-4-69.dynamic-ip.hinet.net"
"viajante","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","144.168.44.26","443",true,"144-168-44-26.static.hvvc.us"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","de","94.72.104.135","8100",true,"NULL"
"TV9284","Exit|Running|V2Dir|Valid","ar","181.230.4.180","9001",false,"NULL"
"NTH2R6","Exit|Fast|Running|Stable|Valid","nl","192.42.116.192","9005",true,"2.tor-exit.nothingtohide.nl"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","de","89.58.26.216","7100",true,"NULL"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","us","124.198.131.114","7100",true,"NULL"
"prsv","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","de","93.94.51.138","9300",true,"NULL"
"shhovh","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ca","198.50.191.95","443",true,"as16276.tor.shh.sh"
"Unnamed","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","fi","145.239.41.102","9100",true,"ip102.ip-145-239-41.eu"
"artikel10buc03","Exit|Fast|Running|Stable|Valid","ro","185.100.87.250","9003",true,"bucarest01.tor-exit.artikel10.org"
"SkyScraper","Fast|Running|Stable|Valid","nl","31.24.227.39","9001",true,"NULL"
"ididnteditheconfig","Fast|Running|Stable|Valid","us","150.136.84.98","9001",true,"NULL"
"Scar","Fast|HSDir|Running|Stable|V2Dir|Valid","fr","151.80.32.182","9001",true,"srv.floerens.eu"
"NCLS349","Fast|Running|Stable|V2Dir|Valid","us","75.118.68.34","9001",true,"d-75-118-68-34.oh.cpe.breezeline.net"
"UnredactedAlien","Exit|Fast|Running|V2Dir|Valid","us","23.191.200.28","443",true,"NULL"
"TokenLow","Fast|Running|Stable|Valid","cz","37.205.9.131","9001",true,"qabs.cz"
"Quintex90","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","204.8.96.179","443",false,"tor90.quintex.com"
"PufferfishLAS","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","209.141.41.25","9001",false,"tor-exit-las.pufferfish.li"
"Hiyloog","Fast|Running|Stable|V2Dir|Valid","ro","193.168.143.113","443",false,"NULL"
"Quetzalcoatl","Exit|Fast|Running|Stable|V2Dir|Valid","nl","45.94.31.228","110",true,"NULL"
"SussyWussy","Fast|Running|Stable|V2Dir|Valid","il","77.127.172.198","443",true,"NULL"
"ItaTOR01","Fast|HSDir|Running|Stable|V2Dir|Valid","br","177.136.102.49","9001",true,"NULL"
"olisykes","Fast|Running|V2Dir|Valid","us","64.65.2.195","443",true,"NULL"
"eapRelay","Fast|HSDir|Running|Stable|V2Dir|Valid","jp","160.251.184.10","443",true,"v160-251-184-10.c5n5.static.cnode.jp"
"Intrepid","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","cz","87.236.195.203","443",true,"NULL"
"bauruine","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","no","185.181.61.203","11443",true,"NULL"
"TorZoner2","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","cz","37.46.208.212","993",true,"NULL"
"Spungleb0b","Fast|HSDir|Running|Stable|V2Dir|Valid","de","31.172.87.136","9001",true,"NULL"
"ForPrivacyNET","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","185.220.101.194","443",true,"tor-exit-194.for-privacy.net"
"foolio","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.62.3","443",true,"NULL"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","us","193.26.115.43","9000",true,"NULL"
"VZFFNRMO","Fast|Running|V2Dir|Valid","de","45.140.183.80","9001",true,"NULL"
"torexitams11","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","nl","45.66.35.31","1984",true,"ams11.torexit.nl"
"NTH25R3","Exit|Fast|Running|Stable|Valid","nl","192.42.116.177","9002",true,"25.tor-exit.nothingtohide.nl"
"NoOnionUS02","Fast|Guard|Running|Stable|V2Dir|Valid","us","66.179.94.91","443",true,"ip66-179-94-91.pbiaas.com"
"colon","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","62.141.36.150","9001",true,"colon.stoerte.net"
"jayworthy","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","96.9.98.17","443",true,"NULL"
"sipehostc1","Fast|HSDir|Running|Stable|V2Dir|Valid","ro","185.150.18.18","9001",true,"NULL"
"relayon0136","Exit|Fast|Running|Stable|Valid","de","185.220.101.136","10136",true,"NULL"
"Goliath2","BadExit|Fast|MiddleOnly|Running|Stable|Valid","nl","204.76.203.44","4443",false,"204.76.203.44.ptr.pfcloud.network"
"Pasquino3","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ca","209.44.114.178","40523",true,"pasquino.cyblings.on.ca"
"Unnamed","Running|V2Dir|Valid","de","84.247.182.26","9001",false,"NULL"
"1980","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","152.53.150.190","9001",true,"v2202509277580381934.ultrasrv.de"
"knottsac","Fast|Running|V2Dir|Valid","us","64.65.2.192","443",true,"NULL"
"bluesfear","Fast|Running|V2Dir|Valid","us","64.65.2.100","443",true,"NULL"
"aurora12","Fast|HSDir|Running|Stable|V2Dir|Valid","ca","108.181.120.133","9001",true,"NULL"
"prsv","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","de","80.66.72.134","9300",true,"NULL"
"prsv","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","hk","62.60.232.4","9200",true,"NULL"
"NTH25R4","Exit|Fast|Running|Stable|Valid","nl","192.42.116.177","9003",true,"25.tor-exit.nothingtohide.nl"
"prsv","Fast|Guard|Running|Stable|V2Dir|Valid","nl","45.149.154.253","9300",true,"NULL"
"jackharlow1","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.62.1","443",true,"NULL"
"chinez","Fast|Guard|Running|Stable|V2Dir|Valid","it","151.241.30.161","443",true,"NULL"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","de","185.244.192.184","9100",true,"NULL"
"Bastion","Fast|HSDir|Running|Stable|V2Dir|Valid","kz","45.80.208.48","9001",true,"NULL"
"lumipGoesOnion2","Fast|HSDir|Running|Stable|V2Dir|Valid","de","37.120.178.238","9001",false,"boole.lumip.de"
"tordotcissincdotca","Running|Stable|V2Dir|Valid","ca","45.73.2.211","443",true,"modemcable211.2-73-45.static.videotron.ca"
"ForPrivacyNET","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","de","185.220.101.58","10058",true,"tor-exit-58.for-privacy.net"
"Horacienne","Fast|Guard|Running|Stable|V2Dir|Valid","fr","62.210.231.115","9001",true,"mail.ajanvier.fr"
"tinybased","Fast|Guard|Running|Stable|V2Dir|Valid","gb","92.4.160.173","9001",true,"NULL"
"bigboogie","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.1.120","443",true,"NULL"
"idideditconfig","Fast|Running|V2Dir|Valid","fi","178.251.144.70","9001",true,"NULL"
"SnowflakeGuard","Fast|Running|Stable|Valid","us","86.38.175.91","9001",true,"NULL"
"Linstal1","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ua","91.203.5.141","9001",true,"NULL"
"blacksherif","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.62.121","443",true,"NULL"
"r0cket07i5","Exit|Fast|Running|Stable|Valid","se","45.84.107.74","465",true,"exit-07.tor.r0cket.net"
"BeTheChange","Running|Stable|V2Dir|Valid","ie","188.141.60.190","9001",true,"188-141-60-190.dynamic.upc.ie"
"ForestIsland","Fast|Guard|Running|Stable|V2Dir|Valid","ch","190.211.254.182","9001",true,"NULL"
"nyceee","Fast|Guard|Running|Stable|V2Dir|Valid","us","64.225.62.231","443",true,"NULL"
"Gabrielle","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","ua","176.97.114.202","443",true,"NULL"
"problemcompton","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","96.9.98.18","443",true,"NULL"
"TorRelay1a","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","de","89.58.54.129","443",true,"tor-relay-1.axstet.de"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","us","124.198.131.133","7100",true,"NULL"
"Unnamed","Running|Stable|Valid","us","132.226.202.222","35661",true,"NULL"
"Quetzalcoatl","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","pl","45.141.215.114","7100",true,"NULL"
"Alberta","Exit|Fast|Running|V2Dir|Valid","us","209.141.51.180","9001",true,"a-n-o-n-y-m-e.net"
"baixadaCruel","Fast|Running|V2Dir|Valid","br","201.51.57.114","9001",true,"201-51-57-114.user3p.vtal.net.br"
"Anckee","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","ca","38.102.127.252","9002",true,"NULL"
"paranoidtorrelay","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","lu","104.244.79.25","9001",true,"NULL"
"xjpsqj","Fast|Running|Valid","ca","34.0.32.100","8964",false,"100.32.0.34.bc.googleusercontent.com"
"hanli","Fast|Running|Stable|V2Dir|Valid","us","166.88.77.33","9001",true,"NULL"
"noxdafox","Fast|HSDir|Running|Stable|V2Dir|Valid","fi","91.152.31.245","110",true,"91-152-31-245.elisa-laajakaista.fi"
"fell","Fast|Running|V2Dir|Valid","us","193.123.106.255","443",true,"NULL"
"NTH6R1","Exit|Fast|Running|Stable|Valid","nl","192.42.116.196","9000",true,"6.tor-exit.nothingtohide.nl"
"Tiny","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","hu","91.219.238.120","443",true,"NULL"
"prsv","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","us","38.135.25.127","9000",true,"NULL"
"brackishwater","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","66.165.234.42","443",true,"NULL"
"Syst","Exit|Fast|HSDir|Running|Stable|V2Dir|Valid","nl","185.132.53.150","9100",true,"tor-01.sy.st"
"Raspi53Tor","Fast|Running|Stable|Valid","de","87.169.208.95","1058",true,"p57a9d05f.dip0.t-ipconnect.de"
"NTH33R3","Exit|Fast|Running|Stable|Valid","nl","192.42.116.185","9002",true,"33.tor-exit.nothingtohide.nl"
"prsv","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","us","92.118.112.83","9200",true,"NULL"
"ElDibablo1971","Fast|Running|Stable|Valid","us","185.144.158.188","443",true,"NULL"
"r0cket13i5","Exit|Fast|Running|Stable|Valid","se","45.84.107.97","465",true,"exit-13.tor.r0cket.net"
"biggk","Fast|Running|Stable|Valid","us","96.9.98.4","443",true,"NULL"
"RoIPMARSorgMY","Fast|Running|Stable|V2Dir|Valid","my","124.217.247.210","9001",false,"NULL"
"pilotkidhood","Fast|Running|V2Dir|Valid","us","64.65.2.64","443",true,"NULL"
"Unnamed","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","104.250.145.62","25565",true,"NULL"
"Unnamed","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","pt","46.105.91.78","9000",true,"NULL"
"Unnamed","Fast|Running|Stable|Valid","md","45.90.97.95","9001",false,"NULL"
"posner","Fast|Running|V2Dir|Valid","us","64.65.2.147","443",true,"NULL"
"goldenagelegends","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.62.220","443",true,"NULL"
"cazzu","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.1.206","443",true,"NULL"
"TORKeFFORG30","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","se","193.189.100.197","445",true,"NULL"
"szczot3k131","Fast|Guard|Running|Stable|V2Dir|Valid","fr","178.33.84.131","9004",true,"ip131.ip-178-33-84.eu"
"Solidheberg","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","fr","213.130.153.34","443",true,"NULL"
"ZombieApocalypse428","Exit|Fast|Running|V2Dir|Valid","lu","104.244.75.140","28231",true,"tor-exit-node-4672345-n.supermegaultra.xyz"
"deployor","Running|V2Dir|Valid","de","77.90.16.198","9001",false,"NULL"
"carbonitos","Fast|Guard|Running|Stable|V2Dir|Valid","us","18.18.82.19","9001",true,"carbonio.mit.edu"
"F3Netze","Exit|Fast|Guard|Running|Stable|V2Dir|Valid","de","185.220.100.240","9000",true,"tor-exit-13.zbau.f3netze.de"
"rodwave","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","96.9.98.59","443",true,"NULL"
"Unnamed","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","38.58.179.138","12345",false,"NULL"
"QuintexAirVPN30","Exit|Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","204.8.96.83","443",false,"tor30.quintex.com"
"earthgang","Fast|Guard|HSDir|Running|Stable|V2Dir|Valid","us","64.65.62.225","443",true,"NULL"
"RelayToTheWorld","Fast|Running|Stable|V2Dir|Valid","de","37.114.37.240","9001",true,"NULL"
"relayon0175","Exit|Fast|Running|Stable|Valid","de","185.220.101.175","10175",true,"NULL"
